,Species,Superordinal_Group,Group,Order,Family,Genus,Media,Body_Mass,Humerus_Length,Humerus_Prox_Width,Humerus_MidS_Width,Humerus_Distal_Width,Humerus_Height,Radius_Length,Radius_Prox_Width,Radius_MidS_Width,Radius_Distal_Width,Radius_Height,Metacarpus_Length,Metacarpus_Prox_Width,Metacarpus_MidS_Width,Metacarpus_Distal_Width,Metacarpus_Height,Phalanx_Length,Phalanx_Prox_Width,Phalanx_MidS_Width,Phalanx_Distal_Width,Phalanx_Height,Digit_Length,major_clade
Otomops_martiensseni,Otomops_martiensseni,Laurasiatheria,Chiroptera,Chiroptera,Molossidae,Otomops,air,34.92,37.306,6.027,2.138,3.937,2.272,68.256,4.04,1.937,3.348,1.902,73.173,1.673,1.245,1.882,1.022,26.451,2.13,0.933,1.029,0.572,55.269,Chiroptera
Hesperoptenus_tickelli,Hesperoptenus_tickelli,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Hesperoptenus,air,16.3,34.334,4.79,2.026,3.583,1.868,54.236,3.468,1.931,3.678,1.815,53.186,1.142,0.869,1.191,1.044,22.779,1.624,0.692,1.059,0.805,45.724,Chiroptera
Glischropus_tylopus,Glischropus_tylopus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Glischropus,air,4.59,17.011,2.533,1.037,2.533,0.97,25.141,1.871,1.028,2.321,0.894,25.873,0.8,0.628,1.068,0.445,13.43,0.967,0.42,0.583,0.386,25.997,Chiroptera
Vespertilio_murinus,Vespertilio_murinus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Vespertilio,air,15.42,26.885,3.671,1.476,2.841,1.528,42.576,2.276,1.425,2.696,1.447,41.37,0.936,0.86,1.155,0.776,17.325,1.116,0.565,0.769,0.7,29.455,Chiroptera
Neoromicia_nana,Neoromicia_nana,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Neoromicia,air,3.88,18.517,2.482,1.055,2.277,0.978,29.779,1.69,0.994,2.133,0.946,29.532,0.589,0.606,0.816,0.546,10.927,0.699,0.35,0.589,0.408,20.313,Chiroptera
Nyctophilus_geoffroyi,Nyctophilus_geoffroyi,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Nyctophilus,air,8.9,18.116,2.492,0.941,2.172,0.935,30.003,1.706,0.944,2.012,0.791,28.982,0.603,0.463,0.79,0.576,11.197,0.767,0.359,0.484,0.391,22.375,Chiroptera
Vespadelus_sp,Vespadelus_sp,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Vespadelus,air,5.05,18.45,2.598,1.027,2.204,0.979,30.124,1.706,1.092,2.082,0.933,28.724,0.632,0.586,0.825,0.571,10.304,0.808,0.402,0.523,0.468,18.74,Chiroptera
Chalinolobus_gouldii,Chalinolobus_gouldii,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Chalinolobus,air,14.24,27.415,3.902,1.591,2.963,1.684,41.646,2.508,1.429,2.673,1.5,43.807,0.957,0.685,1.153,0.777,18.27,1.232,0.539,0.811,0.585,33.776,Chiroptera
Eptesicus_fuscus,Eptesicus_fuscus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Eptesicus,air,17.49,26.975,3.586,1.472,3.184,1.46,40.342,2.521,1.483,2.934,1.399,39.869,0.895,0.682,1.123,0.777,14.967,1.084,0.54,0.67,0.538,27.864,Chiroptera
Histiotus_velatus,Histiotus_velatus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Histiotus,air,11.32,25.523,3.519,1.49,2.976,1.534,43.707,2.626,1.402,3.018,1.325,43.199,0.856,0.657,1.032,0.803,13.667,1.043,0.558,0.66,0.512,28.749,Chiroptera
Lasionycteris_noctivagans,Lasionycteris_noctivagans,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Lasionycteris,air,11.02,25.241,3.423,1.217,2.843,1.375,37.909,2.191,1.372,2.604,1.301,38.014,0.734,0.734,0.933,0.763,14.864,0.935,0.476,0.644,0.539,27.277,Chiroptera
Euderma_maculatum,Euderma_maculatum,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Euderma,air,16.17,28.673,3.818,1.491,3.308,1.609,47.381,2.572,1.516,2.962,1.372,43.872,0.819,0.661,1.08,0.651,13.946,1.084,0.541,0.785,0.583,33.779,Chiroptera
Plecotus_auritus,Plecotus_auritus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Plecotus,air,8.19,23.621,3.218,1.31,2.987,1.271,39.651,2.229,1.135,2.668,0.934,36.681,0.86,0.548,0.909,0.563,13.705,0.929,0.36,0.581,0.471,27.697,Chiroptera
Barbastella_barbastellus,Barbastella_barbastellus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Barbastella,air,8.31,23.858,2.986,1.407,2.774,1.272,36.226,2.081,1.204,2.523,1.239,35.577,0.794,0.64,0.895,0.546,12.379,0.986,0.391,0.562,0.527,27.078,Chiroptera
Rhogeessa_tumida,Rhogeessa_tumida,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Rhogeessa,air,4.58,17.818,2.747,1.102,2.55,1.092,28.604,2.078,1.053,2.371,0.943,28.678,0.674,0.565,0.838,0.54,10.508,0.776,0.423,0.476,0.426,20.789,Chiroptera
Antrozous_pallidus,Antrozous_pallidus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Antrozous,air,22.24,31.162,4.63,1.753,4.369,1.771,50.823,3.171,1.724,3.729,1.537,46.708,1.13,0.873,1.305,0.626,14.6,1.15,0.601,0.653,0.545,28.454,Chiroptera
Lasiurus_borealis,Lasiurus_borealis,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Lasiurus,air,12.33,24.766,3.274,1.385,2.558,1.313,35.883,2.545,1.211,2.497,1.158,41.056,1.042,0.651,0.914,0.563,16.607,1.008,0.419,0.525,0.506,32.989,Chiroptera
Scotophilus_kuhlii,Scotophilus_kuhlii,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Scotophilus,air,20.31,31.714,4.63,1.577,3.419,1.658,48.032,2.823,1.608,3.365,1.5,49.927,0.996,0.779,1.318,0.742,16.072,1.397,0.516,0.732,0.621,28.521,Chiroptera
Nycticeius_humeralis,Nycticeius_humeralis,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Nycticeius,air,9.12,22.581,3.141,1.184,2.599,1.162,35.568,1.919,1.185,2.585,1.023,34.34,0.801,0.585,0.968,0.663,12.985,0.918,0.446,0.549,0.448,24.913,Chiroptera
Kerivoula_picta,Kerivoula_picta,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Kerivoula,air,4.5,19.307,2.794,1.204,2.69,1.083,32.83,2.212,1.063,2.701,0.955,36.701,0.913,0.852,1.286,0.45,15.677,1.243,0.507,0.601,0.4,35.853,Chiroptera
Myotis_lucifugus,Myotis_lucifugus,Laurasiatheria,Chiroptera,Chiroptera,Vespertilionidae,Myotis,air,7.8,21.687,2.922,1.172,2.633,1.127,34.956,2.095,1.233,2.554,0.988,34.704,0.76,0.574,0.877,0.629,11.142,0.837,0.352,0.517,0.459,21.699,Chiroptera
Miniopterus_australis,Miniopterus_australis,Laurasiatheria,Chiroptera,Chiroptera,Miniopteridae,Miniopterus,air,7.4,19.778,2.999,0.896,2.172,1.084,34.057,2.101,1.022,2.01,0.924,31.829,0.813,0.487,0.97,0.624,8.394,1.057,0.396,0.668,0.438,32.181,Chiroptera
Myzopoda_aurita,Myzopoda_aurita,Laurasiatheria,Chiroptera,Chiroptera,Myzopodidae,Myzopoda,air,9.1,24.036,3.262,1.468,3.822,1.262,45.735,2.611,1.391,3.066,1.261,39.666,1.113,0.502,1.308,0.804,17.683,1.263,0.469,0.707,0.634,48.019,Chiroptera
Thyroptera_tricolor,Thyroptera_tricolor,Laurasiatheria,Chiroptera,Chiroptera,Thyropteridae,Thyroptera,air,4.52,17.131,2.413,1.023,2.658,0.931,33.852,1.962,0.898,2.643,0.891,34.341,1.199,0.53,0.971,0.487,13.824,1.056,0.36,0.478,0.33,26.461,Chiroptera
Noctilio_albiventris,Noctilio_albiventris,Laurasiatheria,Chiroptera,Chiroptera,Noctilionidae,Noctilio,air,31.46,33.058,5.198,2.187,5.568,2.061,59.159,3.814,2.083,4.055,1.816,57.712,2.483,1.313,1.808,1.188,13.82,2.063,0.973,1.219,0.711,54.832,Chiroptera
Furipterus_horrens,Furipterus_horrens,Laurasiatheria,Chiroptera,Chiroptera,Furipteridae,Furipterus,air,3.15,18.329,2.867,0.985,2.452,0.906,33.689,1.847,1.015,1.735,0.816,31.992,0.982,0.455,0.879,0.572,5.436,0.841,0.412,0.501,0.347,24.131,Chiroptera
Amorphochilus_schnablii,Amorphochilus_schnablii,Laurasiatheria,Chiroptera,Chiroptera,Furipteridae,Amorphochilus,air,3.3,19.008,2.823,1.115,2.573,1.096,33.759,1.911,1.122,2.025,1.021,32.476,0.983,0.562,0.917,0.664,4.315,0.95,0.451,0.605,0.387,25.528,Chiroptera
Vampyrum_spectrum,Vampyrum_spectrum,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Vampyrum,air,171.61,64.711,9.038,3.951,12.032,3.775,103.319,8.147,3.431,8.371,3.311,76.208,4.143,1.766,3.079,1.883,43.661,2.943,1.569,1.845,1.449,124.374,Chiroptera
Chrotopterus_auritus,Chrotopterus_auritus,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Chrotopterus,air,78.26,44.174,6.544,2.897,8.925,2.673,75.22,5.271,2.39,5.685,2.259,58.047,2.601,1.316,2.02,1.301,30.235,2.022,0.951,1.14,1.076,87.08,Chiroptera
Lophostoma_brasiliense,Lophostoma_brasiliense,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Lophostoma,air,9.76,21.766,3.169,1.321,3.784,1.26,31.492,2.642,1.156,2.697,1.165,26.147,1.14,0.665,1.008,0.626,10.998,1.085,0.56,0.649,0.535,31.679,Chiroptera
Phyllostomus_discolor,Phyllostomus_discolor,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Phyllostomus,air,36.7,33.456,5.486,2.126,5.799,2.311,56.068,3.99,2.033,4.229,1.653,56.629,1.912,1.012,1.502,0.996,12.795,1.752,0.919,1.077,0.8,51.789,Chiroptera
Macrophyllum_macrophyllum,Macrophyllum_macrophyllum,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Macrophyllum,air,8.02,21.103,3.115,1.377,3.598,1.34,33.363,2.501,1.304,3.036,1.039,34.438,1.216,0.716,1.349,0.605,14.078,1.298,0.561,0.654,0.443,38.099,Chiroptera
Mimon_cozumelae,Mimon_cozumelae,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Mimon,air,23,29.857,4.754,2.033,5.318,2.042,52.734,3.477,1.706,3.815,1.734,48.311,2.061,0.95,1.347,0.974,19.809,1.583,0.823,0.834,0.748,59.351,Chiroptera
Trachops_cirrhosus,Trachops_cirrhosus,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Trachops,air,36.9,30.983,5.15,2.06,5.993,2.002,51.891,3.718,1.729,4.599,1.666,42.448,2.445,1.02,1.645,1.049,17.995,1.546,0.788,0.934,0.876,56.241,Chiroptera
Carollia_brevicauda,Carollia_brevicauda,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Carollia,air,14.85,23.641,3.435,1.407,3.902,1.519,34.559,2.651,1.386,3.17,1.274,34.513,1.532,0.879,1.365,0.768,15.419,1.244,0.641,0.816,0.633,43.745,Chiroptera
Rhinophylla_pumilio,Rhinophylla_pumilio,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Rhinophylla,air,9.58,19.448,3.031,1.398,3.626,1.326,31.243,2.451,1.239,2.862,1.18,33.087,1.165,0.815,1.096,0.566,14.758,1.242,0.521,0.629,0.545,43.587,Chiroptera
Uroderma_bilobatum,Uroderma_bilobatum,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Uroderma,air,16.28,24.826,4.299,1.894,4.945,1.736,41.675,3.357,1.59,3.785,1.496,43.174,1.718,0.857,1.176,0.887,15.637,1.417,0.685,0.825,0.606,50.328,Chiroptera
Vampyressa_pusilla,Vampyressa_pusilla,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Vampyressa,air,8.77,19.815,3.322,1.35,3.672,1.404,32.475,2.541,1.266,2.863,1.306,34.803,1.362,0.728,1.053,0.78,14.778,1.185,0.546,0.642,0.567,43.944,Chiroptera
Mesophylla_macconnelli,Mesophylla_macconnelli,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Mesophylla,air,6.86,16.617,2.803,1.172,3.25,1.219,27.639,2.266,1.107,2.369,1.014,27.638,1.165,0.59,0.844,0.601,11.627,0.821,0.453,0.552,0.475,33.057,Chiroptera
Platyrrhinus_helleri,Platyrrhinus_helleri,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Platyrrhinus,air,13.44,22.582,3.893,1.702,4.434,1.696,35.972,3.062,1.403,3.331,1.444,37.724,1.833,0.83,1.191,0.759,12.603,1.304,0.708,0.819,0.544,47.369,Chiroptera
Vampyrodes_caraccioli,Vampyrodes_caraccioli,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Vampyrodes,air,35.89,29.458,4.864,2.137,5.488,2.041,48.611,3.836,1.764,4.571,1.686,51.867,2.315,1.015,1.331,0.998,16.496,1.57,0.748,0.959,0.721,58.662,Chiroptera
Chiroderma_villosum,Chiroderma_villosum,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Chiroderma,air,23.81,30.063,4.785,2.206,5.523,2.136,45.73,3.988,1.811,4.258,1.912,47.3,2.112,1.048,1.656,1.125,17.985,1.621,0.736,0.987,0.878,61.484,Chiroptera
Enchisthenes_hartii,Enchisthenes_hartii,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Enchisthenes,air,16.99,26.697,3.858,1.583,4.18,1.596,38.788,2.887,1.42,3.112,1.459,40.836,1.645,0.783,1.147,0.83,15.125,1.118,0.627,0.683,0.646,48.311,Chiroptera
Ectophylla_alba,Ectophylla_alba,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Ectophylla,air,5.55,16.99,2.545,0.965,2.707,1.017,25.172,1.999,0.899,2.236,0.906,24.6,1.096,0.491,0.901,0.547,7.987,0.845,0.41,0.507,0.397,26.477,Chiroptera
Ardops_nichollsi,Ardops_nichollsi,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Ardops,air,19.23,31.403,4.202,1.998,5.212,2.012,47.533,3.75,1.665,3.964,1.604,48.694,2.2,0.974,1.37,0.991,17.087,1.28,0.827,0.89,0.761,58.024,Chiroptera
Phyllops_falcatus,Phyllops_falcatus,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Phyllops,air,19.5,25.815,3.803,1.693,4.417,1.593,37.652,3.188,1.434,3.178,1.424,38.689,1.777,0.797,1.255,0.749,16.456,1.389,0.701,0.755,0.574,46.98,Chiroptera
Stenoderma_rufum,Stenoderma_rufum,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Stenoderma,air,21.1,28.885,4.054,1.676,4.619,1.681,44.962,3.293,1.61,3.262,1.411,46.655,2.008,0.917,1.585,0.897,16.36,1.672,0.732,0.826,0.681,56.974,Chiroptera
Ametrida_centurio,Ametrida_centurio,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Ametrida,air,10.61,23.76,3.315,1.5,3.872,1.384,29.479,2.658,1.073,2.506,1.216,29.645,1.206,0.505,1.198,0.777,10.603,0.977,0.461,0.642,0.55,35.152,Chiroptera
Pygoderma_bilabiatum,Pygoderma_bilabiatum,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Pygoderma,air,18.5,26.095,4.154,1.928,4.66,1.788,37.861,3.207,1.616,4.004,1.264,41.196,1.939,0.892,1.457,0.8,18.219,1.563,0.743,1.055,0.72,57.989,Chiroptera
Centurio_senex,Centurio_senex,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Centurio,air,23.09,26.565,4.164,1.802,4.602,1.726,39.882,3.21,1.444,3.424,1.44,38.16,1.812,0.695,1.375,0.958,16.809,1.269,0.558,0.778,0.629,50.533,Chiroptera
Artibeus_planirostris,Artibeus_planirostris,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Artibeus,air,54.5,34.57,6.29,2.213,6.494,2.381,57.142,4.826,2.147,4.906,2.066,55.285,2.343,1.069,1.678,1.198,18.262,1.843,0.966,1.17,0.914,64.155,Chiroptera
Sturnira_ludovici,Sturnira_ludovici,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Sturnira,air,21,24.672,4.072,1.609,4.482,1.542,41.391,3.274,1.571,3.383,1.455,43.494,1.97,0.932,1.384,0.919,15.961,1.167,0.686,0.818,0.729,48.398,Chiroptera
Lionycteris_spurrelli,Lionycteris_spurrelli,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Lionycteris,air,8.85,20.999,3.274,1.225,3.474,1.35,33.217,2.419,1.19,2.2,1.017,34.959,1.38,0.67,0.832,0.591,10.418,0.911,0.456,0.636,0.478,34.457,Chiroptera
Hsunycteris_thomasi,Hsunycteris_thomasi,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Hsunycteris,air,10,19.773,3.03,1.19,3.336,1.21,28.73,2.357,1.185,2.263,0.907,32.286,1.303,0.649,1.075,0.583,11.966,1.143,0.485,0.598,0.46,33.658,Chiroptera
Platalina_genovensium,Platalina_genovensium,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Platalina,air,18.38,26.768,4.258,1.54,4.525,1.687,44.174,3.282,1.507,3.357,1.598,46.604,1.944,1.001,1.269,0.752,18.122,1.303,0.603,0.706,0.639,46.897,Chiroptera
Glossophaga_soricina,Glossophaga_soricina,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Glossophaga,air,9.97,21.193,3.383,1.305,3.648,1.376,33.658,2.555,1.211,2.558,1.111,35.16,1.462,0.713,0.984,0.671,12.743,0.995,0.516,0.663,0.486,36.312,Chiroptera
Monophyllus_redmani,Monophyllus_redmani,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Monophyllus,air,8.79,22.27,3.673,1.487,4.345,1.507,39.764,2.789,1.515,2.873,1.314,39.96,1.46,0.712,1.032,0.983,13.11,1.097,0.621,0.851,0.637,41.615,Chiroptera
Brachyphylla_cavernarum,Brachyphylla_cavernarum,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Brachyphylla,air,45.5,36.065,5.351,2.102,5.73,2.135,57.123,4.147,1.86,4.606,1.799,51.609,2.196,1.141,1.647,1.075,15.895,1.56,0.844,1.088,0.902,46.985,Chiroptera
Phyllonycteris_poeyi,Phyllonycteris_poeyi,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Phyllonycteris,air,22,28.258,3.808,1.57,4.049,1.583,43.827,2.915,1.547,2.867,1.199,39.742,1.564,0.852,1.097,0.813,13.464,1.213,0.675,0.711,0.583,34.312,Chiroptera
Musonycteris_harrisoni,Musonycteris_harrisoni,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Musonycteris,air,11.64,23.975,3.525,1.505,3.98,1.597,40.516,2.873,1.261,2.827,1.304,41.72,1.682,0.766,1.035,0.84,13.876,1.169,0.596,0.704,0.553,42.315,Chiroptera
Choeronycteris_mexicana,Choeronycteris_mexicana,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Choeronycteris,air,17.26,23.941,3.906,1.463,4.047,1.563,39.334,3.022,1.338,3.088,1.377,41.209,1.845,0.709,1.11,0.912,14.725,1.248,0.589,0.729,0.551,42.583,Chiroptera
Choeroniscus_godmani,Choeroniscus_godmani,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Choeroniscus,air,7.9,18.625,3.162,1.174,3.426,1.308,30.451,2.379,1.109,2.356,1.127,33.079,1.344,0.606,0.909,0.635,11.919,1.006,0.479,0.617,0.406,36.391,Chiroptera
Anoura_geoffroyi,Anoura_geoffroyi,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Anoura,air,15.15,20.744,3.667,1.358,3.984,1.553,38.088,2.888,1.284,3.021,1.237,38.872,1.643,0.747,1.136,0.759,12.358,1.306,0.581,0.79,0.514,43.337,Chiroptera
Anoura_caudifer,Anoura_caudifer,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Anoura,air,10.81,20.64,3.822,1.536,4.065,1.395,36.71,2.891,1.289,2.921,1.206,39.548,1.668,0.787,1.188,0.86,13.149,1.135,0.551,0.781,0.639,42.626,Chiroptera
Lonchorhina_aurita,Lonchorhina_aurita,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Lonchorhina,air,15.38,26.74,3.936,1.44,4.933,1.588,43.088,3.145,1.331,3.327,1.29,39.041,1.71,0.76,1.429,0.842,13.217,1.357,0.596,0.824,0.676,42.53,Chiroptera
Lampronycteris_brachyotis,Lampronycteris_brachyotis,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Lampronycteris,air,10.39,25.453,3.688,1.352,4.008,1.486,38.744,2.667,1.407,2.765,1.339,37.6,1.406,0.755,1.143,0.768,12.916,1.146,0.652,0.879,0.551,36.786,Chiroptera
Diphylla_ecaudata,Diphylla_ecaudata,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Diphylla,air,28.11,32.857,4.097,2.131,5.492,1.909,48.021,3.633,1.78,4.025,1.577,50.197,1.702,0.939,1.743,1.051,10.989,1.262,0.868,0.996,0.863,51.064,Chiroptera
Desmodus_rotundus,Desmodus_rotundus,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Desmodus,air,33.16,37.694,4.916,2.104,5.432,2.061,58.658,3.743,2.037,4.196,1.551,57.92,1.513,0.967,1.336,0.942,11.743,1.195,0.712,0.81,0.706,46.79,Chiroptera
Macrotus_waterhousii,Macrotus_waterhousii,Laurasiatheria,Chiroptera,Chiroptera,Phyllostomidae,Macrotus,air,8.02,28.928,4.178,1.455,4.494,1.337,48.037,2.968,1.237,3.663,1.128,36.317,1.58,0.771,1.097,0.786,14.566,1.344,0.68,0.756,0.635,40.12,Chiroptera
Mormoops_megalophylla,Mormoops_megalophylla,Laurasiatheria,Chiroptera,Chiroptera,Mormoopidae,Mormoops,air,16.09,31.881,3.844,1.619,3.715,1.719,50.305,3.148,1.397,2.745,1.507,48.667,1.58,0.918,1.202,0.385,8.902,1.094,0.489,0.965,0.679,46.514,Chiroptera
Pteronotus_parnellii,Pteronotus_parnellii,Laurasiatheria,Chiroptera,Chiroptera,Mormoopidae,Pteronotus,air,19.59,37.26,5.329,1.872,4.786,2.016,62.132,3.762,1.914,3.492,1.772,56.104,1.836,0.853,1.489,0.946,11.813,1.208,0.64,1.031,0.763,44.484,Chiroptera
Pteronotus_davyi,Pteronotus_davyi,Laurasiatheria,Chiroptera,Chiroptera,Mormoopidae,Pteronotus,air,9.52,26.692,3.5,1.231,2.896,1.302,43.882,2.396,1.183,2.276,1.164,42.467,1.095,0.56,0.951,0.585,8.38,0.862,0.402,0.667,0.485,31.331,Chiroptera
Mystacina_tuberculata,Mystacina_tuberculata,Laurasiatheria,Chiroptera,Chiroptera,Mystacinidae,Mystacina,air,13.14,20.998,3.706,1.277,2.698,1.208,36.357,2.438,1.344,2.933,1.118,37.886,1.026,0.604,0.988,0.734,10.157,0.94,0.492,0.661,0.584,28.302,Chiroptera
Rhinopoma_hardwickii,Rhinopoma_hardwickii,Laurasiatheria,Chiroptera,Chiroptera,Rhinopomatidae,Rhinopoma,air,13.1,29.193,3.84,1.437,3.385,1.644,54.111,2.486,1.413,2.671,1.207,39.01,1.077,0.513,0.685,0.525,8.166,0.736,0.311,0.46,0.336,24.841,Chiroptera
Craseonycteris_thonglongyai,Craseonycteris_thonglongyai,Laurasiatheria,Chiroptera,Chiroptera,Craseonycteridae,Craseonycteris,air,1.96,15.792,2.557,0.933,2.353,0.92,22.669,1.643,0.871,1.846,0.883,19.169,0.563,0.411,0.581,0.201,6.034,0.748,0.399,0.515,0.272,20.265,Chiroptera
Lavia_frons,Lavia_frons,Laurasiatheria,Chiroptera,Chiroptera,Megadermatidae,Lavia,air,23.8,29.537,4.871,1.832,6.154,1.975,56.961,3.577,1.666,3.955,1.656,42.337,1.755,0.839,1.645,0.558,23.523,1.561,0.669,1.188,0.628,64.077,Chiroptera
Megaderma_spasma,Megaderma_spasma,Laurasiatheria,Chiroptera,Chiroptera,Megadermatidae,Megaderma,air,24.71,27.114,4.825,1.837,5.948,1.741,50.369,3.51,1.451,3.836,1.487,38.042,1.797,0.759,1.645,0.599,19.936,1.268,0.503,0.977,0.708,50.671,Chiroptera
Cardioderma_cor,Cardioderma_cor,Laurasiatheria,Chiroptera,Chiroptera,Megadermatidae,Cardioderma,air,26.45,32.736,5.092,1.726,5.791,1.889,49.471,3.729,1.54,4.334,1.806,36.77,2.087,0.692,1.618,0.871,19.872,1.469,0.699,1.358,0.79,54.814,Chiroptera
Rhinolophus_clivosus,Rhinolophus_clivosus,Laurasiatheria,Chiroptera,Chiroptera,Rhinolophidae,Rhinolophus,air,18,26.521,3.065,1.193,3.582,1.226,43.068,2.401,1.254,2.754,1.051,28.953,1.017,0.536,1.065,0.626,15.119,0.982,0.427,0.724,0.464,37.957,Chiroptera
Rhinolophus_cornutus,Rhinolophus_cornutus,Laurasiatheria,Chiroptera,Chiroptera,Rhinolophidae,Rhinolophus,air,7.27,21.802,2.758,1.096,3.289,1.044,38.087,2.315,1.058,2.227,1.011,29.578,0.846,0.406,0.749,0.601,11.201,0.677,0.315,0.553,0.394,25.584,Chiroptera
Rhinolophus_arcuatus,Rhinolophus_arcuatus,Laurasiatheria,Chiroptera,Chiroptera,Rhinolophidae,Rhinolophus,air,8.98,26.087,3.374,1.077,3.852,1.136,44.791,2.515,1.166,2.219,1.053,33.026,0.93,0.465,0.878,0.58,12.972,0.869,0.371,0.548,0.426,33.986,Chiroptera
Triaenops_persicus,Triaenops_persicus,Laurasiatheria,Chiroptera,Chiroptera,Rhinonycteridae,Triaenops,air,13.18,31.017,4.362,1.496,3.701,1.783,50.882,2.92,1.392,2.792,1.44,40.963,0.957,0.589,1.06,0.553,14.147,1.002,0.471,0.751,0.451,33.024,Chiroptera
